DATEEFFECTIVE,INTERSECTIONDESC,CLASSIFICATION,CLASSIFICATIONDESC,geometry,MODGEOMETRY
2008-12-12 4:22:46 AM,WHITELEAS AVE / HORSELEY HILL DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.2313724694, 43.8087212868)}"," (-79.2313724694, 43.8087212868)"
2008-12-12 4:22:46 AM,CROW TRL / HORSELEY HILL DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.2323108591, 43.8094712375)}"," (-79.2323108591, 43.8094712375)"
2008-12-12 4:22:46 AM,TUNMEAD SQ / LIGHTHALL CRES,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.233550257, 43.810332317)}"," (-79.233550257, 43.810332317)"
2008-12-12 4:22:46 AM,CROW TRL / BRADSTONE SQ,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.2327946238, 43.8111161602)}"," (-79.2327946238, 43.8111161602)"
2008-12-12 4:22:46 AM,BRADSTONE SQ,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.2318039053, 43.8113313692)}"," (-79.2318039053, 43.8113313692)"
2008-12-12 4:22:46 AM,CROW TRL / CRITTENDEN SQ,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.2332206947, 43.8120897516)}"," (-79.2332206947, 43.8120897516)"
2008-12-12 4:22:46 AM,CRITTENDEN SQ,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.234224295, 43.8118584033)}"," (-79.234224295, 43.8118584033)"
2008-12-12 4:22:46 AM,TAPSCOTT RD / LIGHTHALL CRES,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.2355435996, 43.810712923)}"," (-79.2355435996, 43.810712923)"
2008-12-12 4:22:46 AM,TAPSCOTT RD / MELFORD DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.235698534, 43.8110993657)}"," (-79.235698534, 43.8110993657)"
2008-12-12 4:22:46 AM,SENTINEL RD / DELABO DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5013886766, 43.7655160227)}"," (-79.5013886766, 43.7655160227)"
2008-12-12 4:22:46 AM,BOWSFIELD RD / SENTINEL RD,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5010345523, 43.7664264057)}"," (-79.5010345523, 43.7664264057)"
2008-12-12 4:22:46 AM,COOK RD / SENTINEL RD,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5011970623, 43.7670670719)}"," (-79.5011970623, 43.7670670719)"
2008-12-12 4:22:46 AM,BOWSFIELD RD / HERZBERG GDNS,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4977170292, 43.7670232196)}"," (-79.4977170292, 43.7670232196)"
2008-12-12 4:22:46 AM,BOWSFIELD RD / HAYNES AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4987381698, 43.7667966938)}"," (-79.4987381698, 43.7667966938)"
2008-12-12 4:22:46 AM,HOLMESDALE RD / DHIR MEWS,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4475533214, 43.688589015)}"," (-79.4475533214, 43.688589015)"
2008-12-12 4:22:46 AM,WUTHERING HEIGHTS RD / FRANK FAUBERT DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.128966462, 43.7823703165)}"," (-79.128966462, 43.7823703165)"
2008-12-12 4:22:46 AM,IRWIN AVE / ST NICHOLAS ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.3861783896, 43.6664931397)}"," (-79.3861783896, 43.6664931397)"
2008-12-12 4:22:46 AM,LEITCH AVE / SAYWELL AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.496515074, 43.7668101854)}"," (-79.496515074, 43.7668101854)"
2008-12-12 4:22:46 AM,PHIPPS ST / ST NICHOLAS ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.385714113, 43.6653694628)}"," (-79.385714113, 43.6653694628)"
2008-12-12 4:22:46 AM,PINEDALE RD / STRATHGOWAN CRES,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.3885392617, 43.7214842302)}"," (-79.3885392617, 43.7214842302)"
2008-12-12 4:22:46 AM,PINE FOREST RD / STRATHGOWAN CRES,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.3883209897, 43.7215155845)}"," (-79.3883209897, 43.7215155845)"
2008-12-12 4:22:46 AM,GLENGOWAN RD / STRATHGOWAN CRES,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.3890166466, 43.7212889446)}"," (-79.3890166466, 43.7212889446)"
2008-12-12 4:22:46 AM,STRATHGOWAN AVE / STRATHGOWAN CRES,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.3893294124, 43.7205650343)}"," (-79.3893294124, 43.7205650343)"
2008-12-12 4:22:46 AM,GLENALLAN RD / STRATHGOWAN CRES,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.3874416284, 43.7215898194)}"," (-79.3874416284, 43.7215898194)"
2008-12-12 4:22:46 AM,BLYTHWOOD RD / BLYTH HILL RD,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.3864752168, 43.7194598611)}"," (-79.3864752168, 43.7194598611)"
2008-12-12 4:22:46 AM,BLANCHARD RD / BLYTH HILL RD,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.3861658641, 43.7184773728)}"," (-79.3861658641, 43.7184773728)"
2008-12-12 4:22:46 AM,BLYTHWOOD RD / STRATHGOWAN CRES,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.3884388411, 43.7190503472)}"," (-79.3884388411, 43.7190503472)"
2008-12-12 4:22:46 AM,GARLAND AVE / STRATHGOWAN AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.391039124, 43.7202387074)}"," (-79.391039124, 43.7202387074)"
2008-12-12 4:22:46 AM,DUNDURN RD / STRATHGOWAN AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.393220541, 43.71978722)}"," (-79.393220541, 43.71978722)"
2008-12-12 4:22:46 AM,GLENGOWAN RD / DUNDURN RD,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.3932226, 43.7207523)}"," (-79.3932226, 43.7207523)"
2008-12-12 4:22:46 AM,GLENGOWAN RD / GARLAND AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.3914152394, 43.7211173442)}"," (-79.3914152394, 43.7211173442)"
2008-12-12 4:22:46 AM,DUNDURN RD / DAWLISH AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.393572938, 43.721706426)}"," (-79.393572938, 43.721706426)"
2008-12-12 4:22:46 AM,ROCHESTER AVE / ST IVES CRES,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.3898776875, 43.7246000215)}"," (-79.3898776875, 43.7246000215)"
2008-12-12 4:22:46 AM,ST LEONARD'S AVE / ST LEONARD'S CRES,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.3896058643, 43.7235814756)}"," (-79.3896058643, 43.7235814756)"
2008-12-21 1:06:55 AM,ST LEONARD'S AVE / ST IVES AVE,MNRML,MINOR-MULTI LEVEL,"{u'type': u'Point', u'coordinates': (-79.3892506863, 43.7236794706)}"," (-79.3892506863, 43.7236794706)"
2008-12-12 4:22:46 AM,ST LEONARD'S AVE / ST IVES AVE,MNRML,MINOR-MULTI LEVEL,"{u'type': u'Point', u'coordinates': (-79.3892506863, 43.7236794706)}"," (-79.3892506863, 43.7236794706)"
2008-12-12 4:22:46 AM,CODSELL AVE / HONITON ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.458425223, 43.7543850897)}"," (-79.458425223, 43.7543850897)"
2008-12-12 4:22:46 AM,WILSON HEIGHTS BLVD / CODSELL AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4589966933, 43.754248487)}"," (-79.4589966933, 43.754248487)"
2008-12-12 4:22:46 AM,WATERLOO AVE / SHAFTESBURY ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4566105399, 43.7560573955)}"," (-79.4566105399, 43.7560573955)"
2008-12-12 4:22:46 AM,SEARLE AVE / SHAFTESBURY ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4569477773, 43.7568301494)}"," (-79.4569477773, 43.7568301494)"
2008-12-12 4:22:46 AM,CODSELL AVE / WILMINGTON AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4537538076, 43.7551433381)}"," (-79.4537538076, 43.7551433381)"
2008-12-12 4:22:46 AM,WILMINGTON AVE / AMOS CRES,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4539737663, 43.755731961)}"," (-79.4539737663, 43.755731961)"
2008-12-12 4:22:46 AM,WILMINGTON AVE / WATERLOO AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4543097202, 43.7565287555)}"," (-79.4543097202, 43.7565287555)"
2008-12-12 4:22:46 AM,WATERLOO AVE / ELDER ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4520025666, 43.7570330829)}"," (-79.4520025666, 43.7570330829)"
2008-12-12 4:22:46 AM,CODSELL AVE / ELDER ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4513406002, 43.7554188349)}"," (-79.4513406002, 43.7554188349)"
2008-12-12 4:22:46 AM,WILMINGTON AVE / SANDALE GDNS,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4535085124, 43.7545651008)}"," (-79.4535085124, 43.7545651008)"
2008-12-12 4:22:46 AM,COCKSFIELD AVE / WILMINGTON AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4531650173, 43.75381652)}"," (-79.4531650173, 43.75381652)"
2008-12-12 4:22:46 AM,SHEPPARD AVE W / BLAIRVILLE RD,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4502177202, 43.7530674368)}"," (-79.4502177202, 43.7530674368)"
2008-12-12 4:22:46 AM,COCKSFIELD AVE / GODDARD ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4486486187, 43.7548798808)}"," (-79.4486486187, 43.7548798808)"
2008-12-12 4:22:46 AM,SHEPPARD AVE W / GORMAN PARK RD,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4483988292, 43.7534484339)}"," (-79.4483988292, 43.7534484339)"
2008-12-12 4:22:46 AM,SHEPPARD AVE W / GODDARD ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4480749216, 43.753522097)}"," (-79.4480749216, 43.753522097)"
2008-12-12 4:22:46 AM,HARLOCK BLVD / ALEXIS BLVD,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4453564454, 43.7529809288)}"," (-79.4453564454, 43.7529809288)"
2008-12-12 4:22:46 AM,SHEPPARD AVE W / BRYANT ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4434655108, 43.7545013376)}"," (-79.4434655108, 43.7545013376)"
2008-12-12 4:22:46 AM,SHEPPARD AVE W / YEOMANS RD,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4431613561, 43.7545670395)}"," (-79.4431613561, 43.7545670395)"
2008-12-12 4:22:46 AM,SHEPPARD AVE W / HARLOCK BLVD / MAXWELL ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4457705916, 43.7540086759)}"," (-79.4457705916, 43.7540086759)"
2008-12-12 4:22:46 AM,COCKSFIELD AVE / CASINO CRT,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.444919797, 43.7554770842)}"," (-79.444919797, 43.7554770842)"
2008-12-12 4:22:46 AM,COCKSFIELD AVE / BRYANT ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4439411516, 43.7556525638)}"," (-79.4439411516, 43.7556525638)"
2008-12-12 4:22:46 AM,TOKAY CRT / BRYANT ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4443088525, 43.7565939624)}"," (-79.4443088525, 43.7565939624)"
2008-12-12 4:22:46 AM,CODSELL AVE / LIBERATO CRT,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4457265962, 43.7566041856)}"," (-79.4457265962, 43.7566041856)"
2008-12-12 4:22:46 AM,CODSELL AVE / GODDARD ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4490498523, 43.7558988876)}"," (-79.4490498523, 43.7558988876)"
2008-12-12 4:22:46 AM,BAINTREE CRT / GODDARD ST / BAINTREE EAST ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4493755564, 43.7567425522)}"," (-79.4493755564, 43.7567425522)"
2008-12-12 4:22:46 AM,WATERLOO AVE / GODDARD ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4497062862, 43.7575275392)}"," (-79.4497062862, 43.7575275392)"
2008-12-12 4:22:46 AM,SEARLE AVE / GODDARD ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4500350383, 43.7583117591)}"," (-79.4500350383, 43.7583117591)"
2008-12-12 4:22:46 AM,SEARLE AVE / MAXWELL ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4477353048, 43.7588177227)}"," (-79.4477353048, 43.7588177227)"
2008-12-12 4:22:46 AM,WATERLOO AVE / MAXWELL ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4474069111, 43.758038213)}"," (-79.4474069111, 43.758038213)"
2008-12-12 4:22:46 AM,CODSELL AVE / BRYANT ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4445858477, 43.7572516071)}"," (-79.4445858477, 43.7572516071)"
2008-12-12 4:22:46 AM,WATERLOO AVE / HOVE ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4430567348, 43.7589795162)}"," (-79.4430567348, 43.7589795162)"
2008-12-12 4:22:46 AM,BRIGHTON AVE / BRYANT ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4457439272, 43.7600871415)}"," (-79.4457439272, 43.7600871415)"
2008-12-12 4:22:46 AM,SEARLE AVE / BRYANT ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4454335852, 43.7593072568)}"," (-79.4454335852, 43.7593072568)"
2008-12-12 4:22:46 AM,SEARLE AVE / HOVE ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4433850523, 43.7597590383)}"," (-79.4433850523, 43.7597590383)"
2008-12-12 4:22:46 AM,BRIGHTON AVE / HOVE ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4436998915, 43.7605379405)}"," (-79.4436998915, 43.7605379405)"
2008-12-12 4:22:46 AM,ACTON AVE / HOVE ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4447576527, 43.7613753599)}"," (-79.4447576527, 43.7613753599)"
2008-12-12 4:22:46 AM,COMBE AVE / HOVE ST / MAXWELL ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.448696275, 43.7611495737)}"," (-79.448696275, 43.7611495737)"
2008-12-12 4:22:46 AM,BRIGHTON AVE / MAXWELL ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4480517358, 43.7595962628)}"," (-79.4480517358, 43.7595962628)"
2008-12-12 4:22:46 AM,ACTON AVE / GODDARD ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4506799341, 43.759869785)}"," (-79.4506799341, 43.759869785)"
2008-12-12 4:22:46 AM,COMBE AVE / GODDARD ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4510053618, 43.7606499589)}"," (-79.4510053618, 43.7606499589)"
2008-12-12 4:22:46 AM,CLIFTON AVE / ELDER ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4536102255, 43.7609345742)}"," (-79.4536102255, 43.7609345742)"
2008-12-12 4:22:46 AM,COMBE AVE / ELDER ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4532989618, 43.7601488868)}"," (-79.4532989618, 43.7601488868)"
2008-12-12 4:22:46 AM,ACTON AVE / ELDER ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4529809198, 43.7593863108)}"," (-79.4529809198, 43.7593863108)"
2008-12-12 4:22:46 AM,SEARLE AVE / ELDER ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4523311043, 43.7578245512)}"," (-79.4523311043, 43.7578245512)"
2008-12-12 4:22:46 AM,SEARLE AVE / WILMINGTON AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4546293603, 43.757315209)}"," (-79.4546293603, 43.757315209)"
2008-12-12 4:22:46 AM,WILMINGTON AVE / BRIGHTON AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4549559477, 43.7581059128)}"," (-79.4549559477, 43.7581059128)"
2008-12-12 4:22:46 AM,ACTON AVE / WILMINGTON AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4552808111, 43.7588885949)}"," (-79.4552808111, 43.7588885949)"
2008-12-12 4:22:46 AM,BRIGHTON AVE / SHAFTESBURY ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4572619865, 43.7576031817)}"," (-79.4572619865, 43.7576031817)"
2008-12-12 4:22:46 AM,ACTON AVE / SHAFTESBURY ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4575814261, 43.7583846581)}"," (-79.4575814261, 43.7583846581)"
2008-12-12 4:22:46 AM,CLIFTON AVE / SHAFTESBURY ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4582269525, 43.7599437488)}"," (-79.4582269525, 43.7599437488)"
2008-12-12 4:22:46 AM,COMBE AVE / WILMINGTON AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4556165433, 43.7596460948)}"," (-79.4556165433, 43.7596460948)"
2008-12-12 4:22:46 AM,CLIFTON AVE / WILMINGTON AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.455940941, 43.7604432755)}"," (-79.455940941, 43.7604432755)"
2008-12-12 4:22:46 AM,KENNARD AVE / WILMINGTON AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4562497297, 43.7612151108)}"," (-79.4562497297, 43.7612151108)"
2008-12-12 4:22:46 AM,KENNARD AVE / SHAFTESBURY ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4585494355, 43.7607245662)}"," (-79.4585494355, 43.7607245662)"
2008-12-12 4:22:46 AM,PANNAHILL RD / SHAFTESBURY ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4588803071, 43.7615095351)}"," (-79.4588803071, 43.7615095351)"
2008-12-12 4:22:46 AM,BARKSDALE AVE / WILMINGTON AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4572872107, 43.7637629013)}"," (-79.4572872107, 43.7637629013)"
2008-12-12 4:22:46 AM,WILMINGTON AVE / CAVOTTI CRES,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4576300865, 43.7645920287)}"," (-79.4576300865, 43.7645920287)"
2008-12-12 4:22:46 AM,WILMINGTON AVE / MAXWELL ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4584081061, 43.7654897591)}"," (-79.4584081061, 43.7654897591)"
2008-12-12 4:22:46 AM,WILMINGTON AVE / ARLSTAN DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4582520366, 43.7653232794)}"," (-79.4582520366, 43.7653232794)"
2008-12-12 4:22:46 AM,ARTREEVA DR / ELDER ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.455363172, 43.7651880342)}"," (-79.455363172, 43.7651880342)"
2008-12-12 4:22:46 AM,BEAVER VALLEY RD / ELDER ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4549713805, 43.7642545121)}"," (-79.4549713805, 43.7642545121)"
2008-12-12 4:22:46 AM,BEAVER VALLEY RD / GODDARD ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4526782852, 43.7647374621)}"," (-79.4526782852, 43.7647374621)"
2008-12-12 4:22:46 AM,OVERBROOK PL / GODDARD ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4523124968, 43.7638342126)}"," (-79.4523124968, 43.7638342126)"
2008-12-12 4:22:46 AM,OVERBROOK PL / ELDER ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4546034836, 43.7633385233)}"," (-79.4546034836, 43.7633385233)"
2008-12-12 4:22:46 AM,PANNAHILL RD / ELDER ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4542626433, 43.7625101615)}"," (-79.4542626433, 43.7625101615)"
2008-12-12 4:22:46 AM,CLIFTON AVE / GODDARD ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4513287092, 43.7614329842)}"," (-79.4513287092, 43.7614329842)"
2008-12-12 4:22:46 AM,ORANGEWOOD CRES / CORTON GT,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.3280174141, 43.7904911204)}"," (-79.3280174141, 43.7904911204)"
2008-12-12 4:22:46 AM,CORINTHIAN BLVD / HEPSCOTT TER,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.3273624448, 43.7925063245)}"," (-79.3273624448, 43.7925063245)"
2008-12-12 4:22:46 AM,CORINTHIAN BLVD / PINEMEADOW BLVD / PHARMACY AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.3249804918, 43.792790738)}"," (-79.3249804918, 43.792790738)"
2008-12-12 4:22:46 AM,BRANTFORD DR / ORANGEWOOD CRES,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.325444791, 43.7917563085)}"," (-79.325444791, 43.7917563085)"
2008-12-12 4:22:46 AM,ADENCLIFF RD / KELVINWAY DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.3212902385, 43.7916509744)}"," (-79.3212902385, 43.7916509744)"
2008-12-12 4:22:46 AM,PINEMEADOW BLVD / LONGFORD CRES,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.3204588841, 43.7923067453)}"," (-79.3204588841, 43.7923067453)"
2008-12-12 4:22:46 AM,ADENCLIFF RD / PINEMEADOW BLVD,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.3212194269, 43.7924879602)}"," (-79.3212194269, 43.7924879602)"
2008-12-12 4:22:46 AM,PINEMEADOW BLVD / SPRUCEWOOD CRT,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.3236285004, 43.7930227072)}"," (-79.3236285004, 43.7930227072)"
2008-12-12 4:22:46 AM,FINCH AVE E / PHARMACY AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.3259693634, 43.7943314328)}"," (-79.3259693634, 43.7943314328)"
2008-12-12 4:22:46 AM,44 CHESTER LE BLVD,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.3279377164, 43.7944673238)}"," (-79.3279377164, 43.7944673238)"
2008-12-12 4:22:46 AM,44 CHESTER LE BLVD,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.3284678804, 43.7956502752)}"," (-79.3284678804, 43.7956502752)"
2008-12-12 4:22:46 AM,DUSAY PL / 72 DUSAY PL / 124 DUSAY PL / 126 DUSAY PL,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.3296787018, 43.7954081284)}"," (-79.3296787018, 43.7954081284)"
2008-12-12 4:22:46 AM,124 DUSAY PL,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.3296558032, 43.7950044566)}"," (-79.3296558032, 43.7950044566)"
2008-12-12 4:22:46 AM,150 CHESTER LE BLVD / 124 DUSAY PL,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.3313287376, 43.7946360641)}"," (-79.3313287376, 43.7946360641)"
2008-12-12 4:22:46 AM,150 CHESTER LE BLVD / 72 DUSAY PL,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.3315770381, 43.7952032675)}"," (-79.3315770381, 43.7952032675)"
2008-12-12 4:22:46 AM,YUCATAN RD / APACHE TRL,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.3331527608, 43.7948281973)}"," (-79.3331527608, 43.7948281973)"
2008-12-12 4:22:46 AM,CHEROKEE BLVD / TUSCARORA DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.3360637156, 43.7953815057)}"," (-79.3360637156, 43.7953815057)"
2008-12-12 4:22:46 AM,YUCATAN RD / CHEROKEE BLVD,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.3361890283, 43.7946976534)}"," (-79.3361890283, 43.7946976534)"
2008-12-12 4:22:46 AM,APACHE TRL,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.3354424758, 43.7936254372)}"," (-79.3354424758, 43.7936254372)"
